bibcode,citation_context_no,citation_context,target_reference,distance_used_score,comment_score
2018AJ....155..256P,1,"The right panel of Figure 7 shows distances (and associated errors) for stars with σπ/π ≤0.2 and σπ/π ≤1.0. Although the later is a fairly relaxed constraint, we chose it in order to have a larger sample of stars to exemplify our improved selec-tion criteria (see below)",bj_2015,0.6969795227050781,0.5199711322784424
2018AJ....155..256P,2,"0 N = 550 stars D (kpc) D (kpc) 0.0 0.5 1.0 1.5 2.0 2.5 0.0 0.5 1.0 1.5 2.0 2.5 Figure 7. Left panel: Parallax distribution for the observed RAVE stars found in the Gaia TGAS catalog. Middle panel: Proper motions for these stars. Right panel: Derived distances (with associated errors) from Astraatmadja & Bailer-Jones (2016), for stars with σπ/π ≤1.0 (gray symbols) and σπ/π ≤0.2 (red symbols). DR5 and RAVE-on. Filled symbols refer to the stars observed as part of this work",astraatmadja_2016,0.6224849820137024,0.39457768201828003
2018AJ....155..256P,3,"2016; Lin-degren et al. 2016), and found 734 matches with stars in our sample. Figure 7 (left and middle panels) shows the distribution of the parallaxes and proper motions for these stars. Distances (and associated errors) were taken from the catalog of Astraatmadja & Bailer-Jones (2016), who infered distances for the TGAS objects us-ing not only observed parallaxes and their uncertainties, but also an anisotropic prior derived from the observ-ability of stars in a Milky Way model (see Bailer-Jones 2015, for further details)",astraatmadja_2016,0.8720405101776123,0.11951042711734772
2018AJ....155..256P,4,"Because of that, distances are limited to D ≤2.5 kpc. Table 4 lists, for the 734 stars in common with TGAS, the Gaia ID, G magnitude, proper motions (μRA and μDEC), and parallaxes (π). Distances and errors infered from the Milky Way prior were taken from the Astraatmadja & Bailer-Jones (2016) catalog. Having kinematic information for these stars in addi-tion to atmospheric parameters is a valuable tool for bet-ter pre-selecting low-metallicity stars for spectroscopic follow-up",astraatmadja_2016,0.7022051811218262,0.2476547658443451
2025MNRAS.539.1894K,1,"70 ± 0.14 59 ± 6 K5V (4440 K) RU Pegf 22:14:02.545 271.30+1.48 -1.54 1.06 ± 0.04 2.76 ± 0.06 U Gem / SS Cyg 2727974767550030080 +12:42:11.33 8.9904 ± 0.0048 0.96 ± 0.08 43 ± 5 K5V (4440 K) a Positions are from Gaia DR3 (ICRS, epoch 2016.0) (Gaia Collaboration et al. 2016, 2023). b Distance from Bailer-Jones et al. (2021) based on Gaia EDR3. c In parenthesis is a temperature in Kelvin corresponding to the spectral type. d Orbital period, masses, separation and inclination from Copperwheat et al. (2010). The ephemeris was used to get the period and its uncertainty. Donor spectral type from Martin et al",bj_2021,0.3769313097000122,0.14152738451957703
2025MNRAS.539.1894K,2,"2.4.5 Distance and specific luminosity determination For each detection the specific radio luminosity6 is determined based on the measured flux density and the distance. We used the distance estimates of Bailer-Jones et al. (2021), based on Gaia EDR3 data (Gaia Collaboration et al. 2021a,b). The distance uncertainty is not Gaussian (see Table 2)",bj_2021,0.8748260140419006,0.2619355022907257
2023FrASS..1022980M,1,"To calculate the PA, we utilized proper motion measurements obtained from the Gaia Data Release 3 (Gaia DR3), which included μα = -0.0787 ± -0.0787 and μδ = -0.0787 ± 0.052469, along with a photo-geometric distance of 2400+557 -320 pc determined by Bailer-Jones et al. (2021). 7 Conclusion In this study, we conducted the first integral field spectroscopy of the southern PN IC 4663, spanning the optical range of 3400-8950 Å",bj_2021,0.6004114151000977,0.3458184003829956
2024AstL...50...34P,1,44 + log M/M⊙-2 log R/R⊙. We calculated the distance based on the Gaia DR3 parallaxes corrected according to Lindegren et al. (2021) as the maximum of the probability distribution in distance (the method was described by Bailer-Jones (2015)). We deter-mined the stellar masses based on the Teff-R diagram from the MESA evolutionary tracks (Choi et al. 2016) calculated for V/Vcrit = 0 by taking into account the stellar metallicity,bj_2015,0.6418896913528442,0.3696582317352295
2018MNRAS.481.3357S,1,"2018b). These have been computed to generate the CMDs, and are not used for any selection or cross-matching purposes. We have also com-puted distances using the Exponentially Decreasing Space Density (EDSD) approach (Bailer-Jones et al. 2018; Luri et al. 2018), adopting a scale height of L = 1.35 kpc, but the results are qualitatively similar",bj_2018,0.24739894270896912,0.32535019516944885
2018ApJ...866...83S,1,"2015), but we note that assuming solar metallicity instead produces consistent distances to within 0.1 kpc. J1417 is present in Gaia DR21 with parallax 0.22 ± 0.07 mas. Given the low significance of this measurement, we use a Bayesian inference procedure recommended by Bailer-Jones et al. (2018) to estimate the distance to J1417. Using the weak distance prior of Gandhi et al. (2018) based on the expected distribution of LMXBs in the Galaxy, the geometric distance estimate is 4.2+2.2 -1.1 kpc (1σ). Jennings et al",bj_2018,0.6038303375244141,0.6764366626739502
2021A&A...655A..31V,1,"2018). The naive method of simply inverting the par-allax for distance is only acceptable for parallax_over_error > 5 (Bailer-Jones 2015). In this work, for simplicity, we use sources with parallax_over_error > 5 only, and invert them for the distance estimate (and subsequently updated to the EDR3 parallax). 2.2.2",bj_2015,0.729749321937561,0.2497381865978241
2021A&A...655A..31V,2,"Besides, the task of inferring distance from parallax with a prop-erly defined uncertainty is not trivial and is dependent on the choice of a prior function on the distance distribution (Bailer-Jones et al. 2018). The naive method of simply inverting the par-allax for distance is only acceptable for parallax_over_error > 5 (Bailer-Jones 2015)",bj_2018,0.42182397842407227,0.35350075364112854
2022MNRAS.512.1944G,1,"4 -1.7 kpc (Chen et al. 2007) containing two or three subgroups of OB stars and stellar aggregates (Singh & Naranan 1979; Li & Smith 2005). The proposed Mon OB2 membership is in reasonable agreement with the Gaia eDR3 distance of Plaskett’s star (1.283 ± 0.122 kpc; Bailer-Jones et al. 2021). These subgroups are characterized by a rela-tively large range of characteristic ages, from 0.2-0",bj_2021,0.3832589387893677,0.2701694071292877
2020ApJ...899..146C,1,"1, 12.24, 7.25) km s-1 (Sch ̈onrich et al. 2010). We use the coordinate transform tool from astropy to perform a 3-D velocity transform using our mea-sured radial velocities along with geometric distances from Gaia (Bailer-Jones et al. 2018) and calculate LSR-corrected radial velocities for our sample. We discuss the effects of this transformation further in Section 3.3",bj_2018,0.6543625593185425,0.3342512845993042
2020ApJ...899..146C,2,"More de-tails about the underlying synthetic atmospheres can be found in Tremblay et al. (2011) and references within. Rather than simply inverting the Gaia parallaxes, we use the Bayesian geometric distances from Bailer-Jones et al. (2018) as estimates of the distance D for all stars in our sample. These distances better incorporate the non-linear relation between parallax and distance in their uncertainty estimation, which is helpful during our se-lection cuts to remove spurious radius measurements",bj_2018,0.8635351061820984,0.610244631767273
2020ApJ...899..146C,3,"We compute the ugriz extinction for each star in our sample using the mwdust utility (Bovy et al. 2016). For each star, we integrate combined dust maps from Marshall et al. (2006) and Green et al. (2019) using Galactic coordinates l, b from Gaia astrometry and the geometric distance D from Bailer-Jones et al. (2018). We correct the observed ugriz magnitudes of our white dwarfs for extinction and then perform a transformation to the AB magnitude system (Eisenstein et al. 2006) with the mapping u = uSDSS -0.040 g = gSDSS r = rSDSS i = iSDSS + 0.015 z = zSDSS + 0",bj_2018,0.6998357772827148,0.1483602672815323
2020ApJ...899..146C,4,"We use the covariance matrix returned by the Levenberg-Marquardt algorithm in lmfit as an esti-mate of the radius uncertainty from photometric er-rors. We also compute radii using the upper and lower 1-σ confidence bound of the geometric distance from Bailer-Jones et al. (2018) and take the difference be-tween the two as an estimate of the radius uncertainty introduced by parallax errors. We add these two uncer-tainties in quadrature to derive our total radius uncer-6 Chandra, Hwang, Zakamska & Cheng tainties, which are usually dominated by the parallax errors",bj_2018,0.587455153465271,0.08968687057495117
2022AJ....163..100G,1,"The starting parameters for the calculation are the star’s position, distance, proper motions, and radial velocity. The astrometric data were taken from the Gaia EDR3 catalog (Gaia Collaboration et al. 2016, 2021), and we used a distance from Gaia EDR3 of d = 1.246+0.136 -0.102 kpc (Bailer-Jones et al. 2021). This distance represents a significant downward revision from the spectroscopically derived value of 2.2 kpc (Howarth & Smith 2001), and we explore the consequences of this change in the next section. Table 1 lists estimates of the star’s radial velocity from a number of investigators",bj_2021,0.7253772616386414,0.06346794962882996
2021MNRAS.506..150B,1,"Overview of distances and photometric information corresponding to the spectra (including repeats for some stars) observed as part of GALAH+ DR3 up to 25th February 2019. Panel a) shows the Bailer-Jones et al. (2018) distances of stars in GALAH+ DR3. Due to the magnitude limited selection of stars, the majority of stars are not only dwarfs but also nearby; that is, within 1 kpc. Only 5.8% of stars are beyond 4 kpc. Panel b) shows a colour-absolute magnitude diagram in the optical Gaia passbands",bj_2018,0.5477317571640015,0.07141362875699997
2021MNRAS.506..150B,2,"The inferred distance estimates from Bailer-Jones et al. (2018), used for the spectroscopic analysis in this release, are crucial for the small fraction of GALAH+ DR3 stars with parallax uncertainties above 20 %. Additionally, the available asteroseismic information is grow-ing steadily as the analysis of data from the K2 campaigns pro-gresses",bj_2018,0.6595092415809631,0.3814402222633362
2021MNRAS.506..150B,3,"4·  KS-5 · log Dπ 10 + BC(KS) -A(KS) -Mbol,⊙  (2) from the 2MASS (Skrutskie et al. 2006) KSband, a consistently calculated bolometric correction BC(KS) for this band using stellar parameters for each synthesis step, distances Dπ= r_est from Bailer-Jones et al. (2018) as well as extinctions AKSin the KSband. If both 2MASS H(Skrutskie et al. 2006) and WISE W2 (Cutri et al. 2014) band information have quality A (98% of our sample) we used the RJCE method (Majewski et al. 2011) to compute AKS= 0.917 · (H-W2 -0.08). For the remaining 2% of our sample we used AKS= 0",bj_2018,0.8123334050178528,0.4311884939670563
2021MNRAS.506..150B,4,"While we flag stars with high RUWE values above 1.4 (Lindegren et al. 2018; Lindegren 2018), we caution the user to not blindly use all measurements, especially those of stars with uncertain astrometry. We have used more elaborate distance estimates from Bailer-Jones et al. (2018) which infer more trustworthy distances based on a Galactic prior for stars with parallax uncertainties beyond 20%. Especially for very distant stars, like some of our observations of LMC stars, this Galactic prior leads to an underestimated distance and thus likely overestimated log g(see Eqs",bj_2018,0.7035004496574402,0.14738978445529938
2021MNRAS.506..150B,5,"3.3) and bitmask of the line selection (vi) Most important products of the reduction pipeline 22 https://cloud.datacentral.org.au/teamdata/GALAH/ public/. 23 https://datacentral.org.au/vo/tap. (vii) Crossmatches with Gaia DR2, Bailer-Jones et al. (2018), Gaia DR2 RUWE, 2MASS, For the allspec catalogue, it also includes (i) Individual element abundances (including flagged measurements) (ii) Uncalibrated fitting uncertainties (iii) More products of the reduction pipeline WISE W2 7",bj_2018,0.7604175209999084,0.1119532659649849
2021MNRAS.506..150B,6,"Where possible, we use distance that take into account uncertainties, preferably those estimated via isochrone matching as part of the BSTEP grid-based modelling (95.7% of all spectra, see description in Sec. 7.3.2), otherwise we use the prior-informed values (4.1% of all spectra) by Bailer-Jones et al. (2018). For the calculation of orbit information we use version 1.6 of the python package galpy (Bovy 2015). More specifically, we use its orbit module for coordinate/velocity transformation as well as or-bit energy computation",bj_2018,0.7473960518836975,0.4114660918712616
2021MNRAS.506..150B,7,"For version 1, we assumed Gaussian uncertainties when using the BSTEP distances or sample from a 2-sided Gaussian in distance based on the bold assumption that the distributions left and right of the mode stated by Bailer-Jones et al. (2018) are Gaussian and we can thus describe them via the stated lower and higher percentiles26. We then provide the 5th, 50th, and 95th percentile for the user for each orbit parameter",bj_2018,0.8263005018234253,0.7801309823989868
2020BAAA...61B.111L,1,"Esta estrella fue clasificada como G pero no fue posible determinar el subtipo y la clase de luminosidad debido a que es una estrella d ́ebil y enrojecida. Adem ́as, la distancia a la es-trella #35 calculada por Bailer-Jones et al. (2018) es 40425771 3024 pc, por lo que no se la puede descartar como posible miembro del c ́umulo. Figura 2: Distribuci ́on espacial de excesos E(B-V) calculados. Figura 3: Distancia espectrofotom ́etrica vs. E(B-V) calcula-do",bj_2018,0.8461941480636597,0.4231318533420563
2020BAAA...61B.111L,2,"Se indican los tipos espectrales. minarse su subtipo espectral ni su clase de luminosidad. Debido a que su movimiento propio es compatible con los valores de las estrellas tempranas y que la distancia calculada por Bailer-Jones et al. (2018) es del orden de la distancia asignada a HM1, no se la puede descartar como posible miembro. Ser ́an necesarias nuevas obser-vaciones para estudiar sus caracter ́ısticas distintivas",bj_2018,0.8308588862419128,0.7826253175735474
2025AJ....170..172P,1,"Andrae et al. 2023) which are obtained from the Gaia DR3 Apsis pipeline. The geometric and photogeometric dis-tances from Gaia data are derived by C. Bailer-Jones et al. (2021). A comparison of these distance estimates is given in M. Fouesneau et al. (2023). GSP Phot dis-tances are mostly reliable within 2 kpc, and in few cases up to 10 kpc when the parallax over error ( π σπ ) is greater than 10",bj_2021,0.5266278386116028,0.09035423398017883
2025AJ....170..172P,2,"Geometric and photogeometric estimates per-form better than the GSP Phot estimate, which is found to systematically underestimate the distances, e.g., Gaia Collaboration 2023a,b,c. Out of photogeometric and geometric distances photo-geometric is found to be a better estimate as analyzed in C. Bailer-Jones et al. (2021). Therefore, we used GSP-Phot distances and uncertainties when π σπ > 20 and photogeometric distances were unavailable. Otherwise, we used geometric distances and their uncertainties. In all other cases, we preferred photogeometric distances and uncertainties whenever available",bj_2021,0.1589852124452591,0.1464434713125229
2025AJ....170..172P,3,"The Inverse Weibull distribution was found to best model the posterior distance distributions for both geometric and photogeometric estimates from C. Bailer-Jones et al. (2021), particularly capturing their long-tailed nature at larger distances and skewness. Figure 1 illustrates the Inverse Weibull distribution and demonstrates how the randomly sampled data strictly follows this distribution",bj_2021,0.5627598166465759,0.037121500819921494
2025AJ....170..172P,4,"Sherina (2014). Following the same notation, the parameters α and β represent the scale and shape parameters, respectively. The 16th, 50th, and 84th distance percentiles, denoted by d16, d50, and d84 respectively are the only known infor-mation about the C. Bailer-Jones et al. (2021) distance distributions. The parameters α and β can be obtained by using these distance percentiles along with the dis-tribution’s cumulative distribution function (CDF) as given V. Sherina 2014. The Equations 2 and 3 are used for calculating α and β. α = 1 d50.log(2) 1 k (2) Figure 1",bj_2021,0.5067553520202637,0.05659670755267143
2025A&A...695A..22Q,1,"(2019), which assumes a two-component prior. A normal distribution prior is assumed for the indi-vidual distances to the cluster stars, while an exponentially decreasing profile prior is used for the distances to field stars Bailer-Jones (2015). The corrected distance for each star is derived from the mean of the posterior distribution. No dis-tance correction is applied to cluster Group X, as it lacks a central concentration of stars and instead exhibits a two-piece fragmented spatial distribution",bj_2015,0.3952372074127197,0.18850427865982056
2023A&A...675A.199A,1,"For all LMXBs for which a Gaia counterpart was ultimately identified, we provide distance estimates from Gaia DR3, those based on Gaia eDR318 (Bailer-Jones et al. 2021) or Gaia DR219 (Bailer-Jones et al. 2018), and estimations from StarHorse120/221(Anders et al. 2019, 2022). In addition, we manually searched the literature for any distance estimations, especially in cases where Gaia/StarHorse data were unavailable",bj_2018,0.6986302733421326,0.05751342326402664
2023A&A...675A.199A,2,"Besides more accurate positions and photometry, we also include some additional information unavailable at the time of publication of Liu07 and RK03. For all LMXBs for which a Gaia counterpart was ultimately identified, we provide distance estimates from Gaia DR3, those based on Gaia eDR318 (Bailer-Jones et al. 2021) or Gaia DR219 (Bailer-Jones et al. 2018), and estimations from StarHorse120/221(Anders et al. 2019, 2022). In addition, we manually searched the literature for any distance estimations, especially in cases where Gaia/StarHorse data were unavailable",bj_2021,0.6911464333534241,0.2623521685600281
2023A&A...675A.199A,3,"(2013), we associated an optical counterpart to this source, namely Gaia DR3 583304229928809907 (see Ta-ble A.1), which lies well inside the position error circle of 0′′.3. However, according to the provided parallax, the dis-tance to this source should not exceed 1kpc (Bailer-Jones et al. 2021), which is 3-4 times less than the distance esti-mations to 4U 1556-60 (Christian & Swank 1997; Grimm et al. 2002). We decided to leave this association with the Gaia DR3 source, but this discrepancy should be borne in mind. - For the source IGR J17597-2201, Walter et al",bj_2021,0.07009267807006836,0.055301450192928314
2019MNRAS.483.4277C,1,"For stars of magnitudes ranging between 8 and 18 mag, the parallax uncertainties vary be-tween „ 0.04 and 0.1 mas, corresponding to distance uncertain-ties better than 20 per cent out to „ 5 kpc (Lindegren et al. 2018). Based on data published in the Gaia DR2, Bailer-Jones et al. (2018) provide distance estimates of individual stars inferred from proce-dure that accounts for the non-linearity of the transformation and the asymmetry of the resulting probability distribution. The Gaia DR2 also includes high quality photometry in three bands, G, GBP and GRP (Evans et al. 2018)",bj_2018,0.5654888153076172,0.18522292375564575
2019MNRAS.483.4277C,2,"07, 0.04 and 0.005 for EpG ́ KSq, EpGBP ́ GRPq and EpH ́ KSq, respectively, comparable to what expected from the typical uncer-tainties of colour excess of the spectroscopic sample. 3.3 3D colour excess distribution mapping For distances of the stars, we adopt the values from Bailer-Jones et al. (2018) who calculate distances of 1.3 billion stars from the Gaia measurements, imposing a prior based on the expected distri-bution of all stars in the Gaia catalogue. In the current work, we accept the distance estimates only for stars with Gaia parallax un-certainties smaller than 20 per cent",bj_2018,0.8379781246185303,0.44778719544410706
2019MNRAS.483.4277C,3,"In the current work, the distance uncertainties are simply adopted as σd “ dhi ́ dlo 2 , where dhi and dlo are respectively the upper and lower bounds of the 68 per cent confidence interval of the distance estimate from Bailer-Jones et al. (2018). The median number of stars in a pixel is 45. About 1000 („ 0.1 pre cent) pixels do not have enough stars (N ă 3) to obtain the colour excess profile. We have enlarged those pixels to size of 15 ˆ 15 arcmin",bj_2018,0.6713274121284485,0.3210892081260681
2019MNRAS.483.4277C,4,"Values of absolute magnitude MG of the individual stars are estimated using the standard rela-tion, MG “ G ́ AG ́ 5logd ` 5, where d is distance estimate from Bailer-Jones et al. (2018) and AG the G-band line-of-sight ex-tinction. As the Gaia G band covers a wide wavelength range, we calculate AG from colour excess EpG ́KSq and line of sight extinc-tion AKs, as AG “ EpG ́ KSq ` AKS, where AKs is obtained from EpH ́ KSq using the near-IR extinction law of Yuan et al",bj_2018,0.7905274629592896,0.2702080309391022
2019MNRAS.483.4277C,5,"(2018). The panels show the differences of EpB ́ Vq (ours minus those of Green et al.), integrated to, from bottom to top, 400, 800, 1600, 2800 and 5000 pc. Means and standard deviations of the differences are marked in the individual panels. Bailer-Jones et al. (2018) estimated from the Gaia parallaxes, we have constructed high-quality 3D colour excess map for the entire Galactic plane (0 ̋ ă l ă 360 ̋and |b| ă 10 ̋). The map covers over 7000 deg2 at an angular resolution of 6 arcmin, out to a distance of about 4 ́ 6 kpc from the Sun",bj_2018,0.5799075961112976,0.3314019739627838
2023MNRAS.518.4466A,1,"2000). The new distances were taken from the fol-lowing Gaia-based (Gaia Collaboration et al. 2016) catalogues: the Gaia 2nd release (Gaia Collaboration 2018; Bailer-Jones et al. 2018) and the StarHorse catalog of astro-photometric distances (Anders et al. 2019). In total, we compiled distance data for 145 of the 149 stars in the S76 catalog, and 30 of the 31 stars in MF70 catalog",bj_2018,0.49869194626808167,0.21711841225624084
2023MNRAS.522.2181K,1,"(2020) assuming CO cores. The blue and red lines show the empirical boundaries of the instability strip from the same work. Ultramassive ZZ Ceti white dwarfs with M> 1 M⊙are labelled. 99.7+2.9 -2.7 pc (Bailer-Jones et al. 2021) within the errors. Even though this is an excellent representative model of the star, we caution that there are many other possible solutions, and we have to wait for the detection of additional periods in this object to provide a more robust seismological solution",bj_2021,0.5061547160148621,0.3270137906074524
2026A&A...705A.178G,1,"Proper motions were retrieved from Gaia EDR3 (Gaia Collaboration et al. 2021), and distances were obtained from the posterior distribution of geometric dis-tances by Bailer-Jones et al. (2021), while radial velocities and peculiar space velocities (VSp) were taken from Guo et al. (2024). We adopt the solar motion of (U⊙,V⊙,W⊙) = (11.10, 12.24, 7.25) km s-1 from Schönrich et al. (2010), the solar Galactocentric dis-tance R0 = 8",bj_2021,0.6082776784896851,0.03466899320483208
2024PASP..136e4203V,1,"TUVO-21acq has galactic longitude and latitude (l, b) = (305°.31524, +13°.25602). Its distance was calculated by Bailer-Jones et al. (2021), who used Gaia parallax measurements to determine the posterior probability distribu-tion over distance to individual stars; for TUVO-21acq, they found a median geometric distance d ∼2300 pc. Bailer-Jones et al",bj_2021,0.83531254529953,0.4652675986289978
2024PASP..136e4203V,2,"31524, +13°.25602). Its distance was calculated by Bailer-Jones et al. (2021), who used Gaia parallax measurements to determine the posterior probability distribu-tion over distance to individual stars; for TUVO-21acq, they found a median geometric distance d ∼2300 pc. Bailer-Jones et al. (2021) also calculated the photogeometric distance to stars, which took a star’s colors into account to increase the accuracy of the geometric distance measurement. However, as TUVO-21acq’s colors are variable, the geometric distance is preferred",bj_2021,0.6569154858589172,0.33860254287719727
2018A&A...619A.106G,1,"To infer the distance along the Orion A GMC we averaged over YSO’s parallaxes (π) in equally sized bins of Galactic lon-gitude (∆l). To derive distances from parallaxes we have inves-tigated both the inverse of π and the Bayesian distance esti-mates from Bailer-Jones et al. (2018), which account for the non-linearity of the transformation parallax to distance. At a dis-tance of 400 pc, the mean difference between the two methods is about 1% for DR2, meaning that the final result in this pa-per will be virtually independent of the method used to infer distances",bj_2018,0.4406406283378601,0.2757013440132141
2021ApJS..254...31C,1,"35, beyond an offset with metal-licities in GALAH DR3. contaminate the more metal-rich end ([Fe/H] ≳-1.25) of our sample. We thus performed two checks to identify such stars in our catalog. We first cross-matched our sample with Bailer-Jones et al. (2021) to compile their photogeometric distances. We then derived a distance modulus and absolute mag-nitude for each star from these distances to generate a color-magnitude diagram of our entire sample of stars",bj_2021,0.6430292129516602,0.16385138034820557
2022MNRAS.517.5166R,1,"IDs LWP08948, SWP28952, SWP28953 and SWP44229 with exposure times of 9000, 3300, 9960 and 13200 s, respectively. 4 https://archive.stsci.edu/hst/ Table 2. Stellar parameters of our best powr model for the CSPN of NGC 1501. parameter value comment d[kpc] 1.64 ± 0.06 Bailer-Jones et al. (2021) EB-V[mag] 0.8+0.04 -0.02 M★[M⊙] 0.6 adopted T★[kK] 112 ± 2 log(L★/L⊙) 4.1 ± 0.1 R★[R⊙] 0.29 ± 0.01 Rt [R⊙] 9.1 ± 0.7 transformed radius log ¤M[M⊙y-1] -6.8 ± 0.2 v∞[km/s] 2000 ± 200 D 10 density contrast β 1 β-law exponent Chemical abundances (mass fraction) XHe 0.60 ± 0.10 XC 0.30 ± 0.10 XO 0",bj_2021,0.681705117225647,0.6044740080833435
2022MNRAS.517.5166R,2,"We determine a stellar luminosity of L★≈12 000 L⊙and a red-dening of EB-V≈0.8 mag from fitting the synthetic SED to the observed UV spectra and optical and IR photometry (see Fig. 5), using the geometric distance from Bailer-Jones et al. (2021). Dust extinction is taken into account by the reddening law of Cardelli et al. (1989) with RV = 3.1. Interstellar Lyman αabsorption is calculated with the formalism and the relation between NH and EB-Vfrom Groenewegen & Lamers (1989)",bj_2021,0.8102596402168274,0.15795908868312836
2022MNRAS.517.5166R,3,"MNRAS 000, 1-?? (2022) PNe with WR-CSPN - IV 11 Table 6. Logarithm of the emission-line fluxes of different WRPNe taken from UV spectra from the literature. The spectra have been corrected for extinction. The distances were taken from Bailer-Jones et al. (2021). Object [WR]-type d r N v C iv c(Hβ) X-rays Mixing Ref. (kpc) (′′) 1238 Å 1241 Å 1548 Å 1551 Å Reg. (1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) NGC 2452 [WO1] 4.54 10 -11.50 -10.40 0.77   1, 2 NGC 5189 [WO1] 1.40 75 ... .... -11.18 -11.44 0.47   3, 4, 5 NGC 2867 [WO2] 2.85 7 ... ...",bj_2021,0.8101674318313599,0.46952036023139954
2024AJ....167..220Z,1,"C. STAR DISTANCES ESTIMATED FROM PARALLAXES In this work, we simply use MCMC sampling from the parallaxes of stars to estimate their distances. In comparison, we follow the method of Bailer-Jones (2015), Luri et al. (2018) to calculate median/uncertainty of the posterior based on the exponentially decreasing space density (EDSD) prior, the posterior of the UD prior, the method using naive inverse, and the transformation method (Smith & Eichhorn 1996). 42 Mwisp collaboration et al",bj_2015,0.33788931369781494,0.09048467129468918
